date,total_for_foreign,total_cash,grand_total,exchange_rate,url
تـاريخ البيع - ليوم الاحد 2018/12/30 والمنفذ يوم الخميس 2018/12/27  ,"181,656,681","22,580,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/467
تـاريخ البيع - ليوم الاثنين 2018/12/31 والمنفذ يوم الاحد 2018/12/30  ,"162,462,350","25,610,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/468
تـاريخ البيع - ليوم الاربعاء 2019/1/2 والمنفذ يوم الاثنين 2018/12/31  ,"222,068,116","40,270,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/469
تـاريخ البيع - ليوم الخميس 2019/1/3 والمنفذ يوم الاربعاء 2019/1/2  ,"187,631,200","28,670,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/470
تـاريخ البيع - ليوم الأحد 2019/1/6 والمنفذ يوم الخميس 2019/1/3  ,"190,458,521","19,580,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/471
تـاريخ البيع - ليوم الأثنين 2019/1/7 والمنفذ يوم الخميس 2019/1/3  ,"181,255,000","28,400,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/472
تـاريخ البيع - ليوم الثلاثاء 2019/1/8 والمنفذ يوم الأثنين 2019/1/7  ,"182,216,200","24,250,000
","206,466,200",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/473
تـاريخ البيع - ليوم الأربعاء 2019/1/9 والمنفذ يوم الثلاثاء 2019/1/8  ,"139,128,200","22,010,000
","161,138,200",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/474
تـاريخ البيع - ليوم الخميس 2019/1/10 والمنفذ يوم الأربعاء 2019/1/9  ,"150,163,197","24,840,000
","175,003,197",سعر البيع النقدي (1190) دينارلكل دولار.,https://cbi.iq/currency_auction/view/475
تـاريخ البيع - ليوم الأحد 2019/1/13 والمنفذ يوم الخميس 2019/1/10  ,"92,134,000","16,720,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/476
تـاريخ البيع - ليوم الأثنين 2019/1/14 والمنفذ يوم الأحد 2019/1/13  ,"206,480,516","26,990,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/477
تـاريخ البيع - ليوم الثلاثاء 2019/1/15 والمنفذ يوم الأثنين 2019/1/14  ,"200,046,800","26,480,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/478
تـاريخ البيع - ليوم الأربعاء 2019/1/16 والمنفذ يوم الثلاثاء 2019/1/15  ,"209,859,727","27,890,000",اجمالي المبيعات الكلية,سعر بيع المبالغ المحولة لحسابات المصارف في الخارج (1190) دينار لكل دولار.,https://cbi.iq/currency_auction/view/479
